% Model:              2 wave pinched flow.mph
% Version:            COMSOL 6.0.0.318
% Date:               Dec 22 2022, 08:44
% Dimension:          1
% Nodes:              101
% Expressions:        3
% Description:        Particle position, x component, Particle position, y component, Particle diameter
% Index                   qx (mm) @ t=7            qy (mm) @ t=7            fpt.dp (um) @ t=7
1                         1.9883860501651147       -0.29552193728032294     10.308692417884506
2                         1.9094482976589302       -0.48072546204033667     10.894779875052166
3                         1.5657552552699119       0.8467069629345981       2.962875291608028
4                         2.009956422139275        -0.21502021313459585     8.4444147904323
5                         2.0014004163337633       0.2469516615106159       6.276358393887211
6                         1.9910181952844637       0.28569863796201594      5.639577167760303
7                         1.7335825789288535       0.7129257176392162       3.4567859707002127
8                         1.99595622584648         0.2672696570152425       5.909479689848456
9                         1.565151457043055        0.8470555660034101       2.9111371138250237
10                        1.9946287222034842       0.2722239680581358       5.835602330469521
11                        1.738767063020278        0.7077412335477917       3.587664488659458
12                        2.032294734194974        0.015693486429662114     7.1613769646312395
13                        1.7344785010936383       0.7120297954744313       3.519925710607652
14                        2.032294734194975        -0.032626013463524346    8.222609390719533
15                        1.5446092225519383       0.8589156306166129       2.5284612722435944
16                        1.5258078790931842       0.8697705913236512       1.8995889126319012
17                        1.7693581734002588       0.6771501231678106       4.172376179732521
18                        1.5386412358419133       0.8623612493501661       2.3589295067351523
19                        1.9966921787399925       -0.2645230434246752      9.54308517431956
20                        2.002177211583873        0.2440526221701289       6.31180500529848
21                        1.9184650601430775       -0.4651079712980124      10.479571922601524
22                        2.0322947341949744       0.0085202356451705       7.373105777328896
23                        1.5588916081176776       0.8506696914655633       2.8595091888730058
24                        1.5328898162997828       0.8656818329710374       2.140850119469546
25                        1.9181084702053335       -0.46572560318765255     10.487151350756486
26                        1.9916933384163684       -0.28317896949136506     10.00565781059473
27                        1.7315925745357792       0.7149157220322905       3.422545169274387
28                        1.527797465966613        0.8686219028067009       1.8768949950917058
29                        2.0322947341949753       -0.04785915844590667     8.35169167822703
30                        1.9996942420459898       -0.25331919063915753     9.216691103936613
31                        1.8834697914586338       0.5257215546839931       4.371672173424988
32                        1.5517040743853947       0.8548194160007063       2.6339790761802346
33                        1.894320912188801        0.50692686226028         4.639459391548612
34                        1.998753943602191        -0.25682843220568996     9.303582448585793
35                        2.0069130855676556       -0.22637809984440965     8.586668360248114
36                        2.0066581182751744       0.227329650734217        6.601623831072978
37                        1.994949759039296        0.27102584227578497      5.876036987274849
38                        2.006030519128837        0.22967188263513585      6.556413378039243
39                        1.889803211031738        0.5147517501977256       4.5545590328828265
40                        1.9979288121036114       -0.2599078648813152      9.346412240682609
41                        2.0322947341949744       0.038089428184617295     6.825928591820728
42                        2.0084739334033834       -0.22055293641859045     8.485361973966514
43                        1.7581368989742927       0.6883713975937765       4.059794769448294
44                        2.032294734194975        -0.04207326007801901     8.320157820462967
45                        1.5588567713802743       0.8506898044652809       2.853812506061681
46                        2.0322947341949744       0.016426002808407374     7.166761372320677
47                        1.725815121334352        0.7206931752337178       3.3537028596151313
48                        1.9925015982398875       -0.28016250276427473     9.988316127190926
49                        2.0322947341949744       -0.043107929669394786    8.367004356104994
50                        1.9974932989758718       -0.2615332220014042      9.473660737741849
51                        1.9046118695116971       0.4891024013185009       4.982649659622607
52                        1.7329878225452446       0.7135204740228249       3.4899415398003453
53                        1.523073948465949        0.8713490269072313       1.7539179430852572
54                        2.032294734194975        0.04108078887653077      6.77644155284783
55                        1.9932396484288895       0.2774080619603842       5.755659733198084
56                        2.008236461974893        -0.2214391918550615      8.491356122355988
